place-IV,lng-IV,lat-IV,lng-OSM,lat-OSM,uuid,uri,place,county,"distance (km)","longitude negated"
Hunsdon,0.1,51.85,0.0546759,51.8083207,IV1680-182-32,http://www.openstreetmap.org/node/412893076,Hunsdon,Hertfordshire,2.41,,100
Hunsinger,-1.08,54.01,-1.3460412,53.9751257,IV1680-182-36,http://www.openstreetmap.org/node/411712358,Hunsingore,"Yorkshire West Riding",1.94,,84.21
Hunsonby,-2.26,54.81,-2.6506522,54.7136315,IV1680-182-40,http://www.openstreetmap.org/node/242932606,Hunsonby,Cumberland,3.27,,100
Hunstanton,0.61,53.03,0.4901743,52.9393841,IV1680-182-41,http://www.openstreetmap.org/node/29806954,Hunstanton,Norfolk,0.12,,100
Hunsterworth,-1.66,54.91,-2.0793158,54.8360878,IV1680-182-43,http://www.openstreetmap.org/node/33796637,Hunstanworth,Durham,1.19,,83.33
Hunston,0.93,52.33,0.8948167,52.278119,IV1680-182-44,http://www.openstreetmap.org/node/29280066,Hunston,Suffolk,1.1,,100
Huntingfield,1.46,52.46,1.4273852,52.3168312,IV1680-182-48,http://www.openstreetmap.org/node/288533991,Huntingfield,Suffolk,0.14,,100
Huntington,-2.73,53.26,-2.8656287,53.1754796,IV1680-182-50,http://www.openstreetmap.org/node/8087529,Huntington,Cheshire,3.01,,100
Huntington,-3.01,52.18,-3.0974111,52.1757589,IV1680-182-52,http://www.openstreetmap.org/node/29272213,Huntington,Herefordshire,1.96,,100
Huntington,-2,52.76,-2.0383765,52.7155056,IV1680-182-54,http://www.openstreetmap.org/node/4660832611,Huntington,Staffordshire,4.19,,100
Huntington,-0.83,54.05,-1.0591126,53.9988172,IV1680-182-55,http://www.openstreetmap.org/node/258520589,Huntington,"Yorkshire North Riding",2.3,,100
Huntley,-2.3,51.85,-2.4056571,51.8725781,IV1680-182-57,http://www.openstreetmap.org/node/256316680,Huntley,Gloucestershire,1.58,,100
Huntley,-1.85,53.06,-1.9945513,52.9681515,IV1680-182-60,http://www.openstreetmap.org/node/304569706,Huntley,Staffordshire,4.37,,100
Hunton,0.45,51.23,0.4594492,51.2188733,IV1680-183-01,http://www.openstreetmap.org/node/256981652,Hunton,Kent,1.34,,100
Hunton,-1.21,51.21,-1.310486,51.1560226,IV1680-183-02,http://www.openstreetmap.org/node/1272258361,Hunton,Hampshire,1.95,,100
Huntsham,-3.51,51.01,-3.4246383,50.9736782,IV1680-183-05,http://www.openstreetmap.org/node/54847384,Huntsham,Devon,2.42,,100
Huntspill,-3.05,51.23,-2.988507,51.2040151,IV1680-183-06,http://www.openstreetmap.org/node/311785336,Huntspill,Somerset,1.73,,100
Huntworth,-3.08,51.13,-2.9837004,51.1044166,IV1680-183-07,http://www.openstreetmap.org/node/1410770251,Huntworth,Somerset,1.02,,100
Hunwick,-1.35,54.71,-1.707018,54.6862452,IV1680-183-09,http://www.openstreetmap.org/node/434025253,Hunwick,Durham,4.12,,100
Hunworth,1.05,52.95,1.0745299,52.8751269,IV1680-183-10,http://www.openstreetmap.org/node/297798134,Hunworth,Norfolk,3.78,,100
Hurdesfield,-1.93,53.35,-2.109419,53.2650766,IV1680-183-13,http://www.openstreetmap.org/node/248483121,Hurdsfield,Cheshire,0.55,,95.24
Hurley,-0.7,51.55,-0.8101712,51.5455044,IV1680-183-15,http://www.openstreetmap.org/node/21897643,Hurley,Berkshire,2.24,,100
Hurley,-1.58,52.61,-1.6399615,52.5609099,IV1680-183-16,http://www.openstreetmap.org/node/98101497,Hurley,Warwickshire,1.03,,100
Hurne,-1.85,50.78,-1.8203275,50.7695288,IV1680-183-19,http://www.openstreetmap.org/node/29820588,Hurn,Hampshire,3.51,,88.89
Hurry,-1.73,54.6,-2.0667669,54.5732503,IV1680-183-21,http://www.openstreetmap.org/node/433817891,Hury,"Yorkshire North Riding",6.56,,88.89
Hurst,-0.73,51.46,-0.8542174,51.4566033,IV1680-183-24,http://www.openstreetmap.org/node/625749873,Hurst,Berkshire,0.74,,100
Hurst,0.2,51.48,0.1253651,51.4391408,IV1680-183-26,http://www.openstreetmap.org/node/5069602790,Hurst,Kent,1.33,,100
Hurst,-1.03,55.23,-1.565497,55.1813138,IV1680-183-28,http://www.openstreetmap.org/node/258194836,Hirst,Northumberland,7.88,,80
Husthwate,-0.96,54.2,-1.2062223,54.1687601,IV1680-183-50,http://www.openstreetmap.org/node/322616141,Husthwaite,"Yorkshire North Riding",0.79,,94.74
Hutham,-0.41,53.88,-0.6434871,53.7963086,IV1680-183-51,http://www.openstreetmap.org/node/80035640,Hotham,"Yorkshire East Riding",6.79,,83.33
HUTHERSFIELD,-1.61,53.71,-1.7822482,53.6466645,IV1680-183-52,http://www.openstreetmap.org/node/26703087,Huddersfield,"Yorkshire West Riding",1.39,,83.33
Hutton,0.38,51.66,0.3557565,51.6303311,IV1680-183-56,http://www.openstreetmap.org/node/26905673,Hutton,Essex,0.85,,100
Hutton,-2.51,53.85,-2.7680777,53.7323862,IV1680-183-57,http://www.openstreetmap.org/node/4687506314,Hutton,Lancashire,2.87,,100
Hutton,-3,51.36,-2.9303528,51.324158,IV1680-183-59,http://www.openstreetmap.org/node/29425509,Hutton,Somerset,2.77,,100
Huxley,-2.65,53.23,-2.7310119,53.1482561,IV1680-184-24,http://www.openstreetmap.org/node/9113440,Huxley,Cheshire,2.87,,100
Hyde,-1.95,53.45,-2.0782603,53.4508687,IV1680-184-26,http://www.openstreetmap.org/node/27329892,Hyde,Cheshire,0.35,,100
Hyde,-1.68,51.95,-1.8719975,51.9543445,IV1680-184-28,http://www.openstreetmap.org/node/479591306,Hyde,Gloucestershire,3.25,,100
Hylton.,-2.3,52.6,-2.3302176,52.5558464,IV1680-184-30,http://www.openstreetmap.org/node/346625437,Hilton,Shropshire,3.01,,76.92
Hyth,-2.88,51.31,-2.7928876,51.2676057,IV1680-184-40,http://www.openstreetmap.org/node/312390113,Hythe,Somerset,3.88,,88.89
Jacobstow,-4.65,50.86,-4.5550398,50.7337413,IV1680-184-41,http://www.openstreetmap.org/node/1577865401,Jacobstow,Cornwall,2.22,,100
Jacobstow,-4.08,50.86,-4.0065635,50.7963879,IV1680-184-42,http://www.openstreetmap.org/node/36141292,Jacobstowe,Devon,5.9,,94.74
Jamestone,-4.66,51.76,-4.8105198,51.6557896,IV1680-184-51,http://www.openstreetmap.org/node/764954307,Jameston,Pembrokeshire,3.75,,94.12
Jarro,-1,55.03,-1.4908447,54.9812514,IV1680-184-54,http://www.openstreetmap.org/node/27159433,Jarrow,Durham,2.15,,90.91
Ibbesley,-1.75,50.91,-1.7880622,50.8837514,IV1680-184-55,http://www.openstreetmap.org/node/21030466,Ibsley,Hampshire,0.87,,85.71
Iberton,-2.3,50.93,-2.3018311,50.8706641,IV1680-184-56,http://www.openstreetmap.org/node/435208594,Ibberton,Dorset,2.67,,93.33
Ible,-1.46,53.15,-1.6302326,53.1102577,IV1680-184-57,http://www.openstreetmap.org/node/29357103,Ible,Derbyshire,4.06,,100
Ibstock,-1.3,52.75,-1.3987871,52.6883907,IV1680-184-59,http://www.openstreetmap.org/node/417105327,Ibstock,Leicestershire,0.47,,100
Ickesham,0.65,50.9,0.6662584,50.9167642,IV1680-185-02,http://www.openstreetmap.org/node/303659680,Icklesham,Sussex,1.09,,94.12
Ickford,-0.96,51.76,-1.0612068,51.7614097,IV1680-185-03,http://www.openstreetmap.org/node/1478288032,Ickford,Buckinghamshire,1.1,,100
Ickham,1.13,51.26,1.184417,51.2786172,IV1680-185-04,http://www.openstreetmap.org/node/27301008,Ickham,Kent,4.2,,100
Ickleford,-0.31,52,-0.2800954,51.9710198,IV1680-185-05,http://www.openstreetmap.org/node/17806976,Ickleford,Hertfordshire,3.91,,100
Ickwell,-0.35,52.13,-0.3219464,52.096369,IV1680-185-10,http://www.openstreetmap.org/node/1975707008,Ickwell,Bedfordshire,0.97,,100
Idbury,-1.56,51.86,-1.6597236,51.8776847,IV1680-185-13,http://www.openstreetmap.org/node/278736083,Idbury,Oxfordshire,3.72,,100
Iden,0.73,50.98,0.7288808,50.9814962,IV1680-185-15,http://www.openstreetmap.org/node/494835648,Iden,Sussex,4,,100
Idford,-3.73,50.6,-3.5661706,50.5851025,IV1680-185-18,http://www.openstreetmap.org/node/278183464,Ideford,Devon,1.66,,92.31
Idle,-1.43,53.9,-1.7304012,53.8352205,IV1680-185-20,http://www.openstreetmap.org/node/29066915,Idle,"Yorkshire West Riding",1.56,,100
Idlicot,-1.45,52.13,-1.5855842,52.0964657,IV1680-185-22,http://www.openstreetmap.org/node/1681574524,Idlicote,Warwickshire,7.07,,93.33
Idmerston,-1.65,51.18,-1.7184582,51.1355509,IV1680-185-23,http://www.openstreetmap.org/node/3307969659,Idmiston,Wiltshire,1.53,,82.35
Jeffreyston,-4.63,51.85,-4.7673222,51.7252316,IV1680-185-26,http://www.openstreetmap.org/node/833734026,Jeffreyston,Pembrokeshire,1.5,,100
Jemington,0.2,50.8,0.2154443,50.7914792,IV1680-185-27,http://www.openstreetmap.org/node/1662500793,Jevington,Sussex,2.19,,88.89
Ifford,-1.85,50.78,-1.8079118,50.7383961,IV1680-185-36,http://www.openstreetmap.org/node/30132954,Iford,Hampshire,0.95,,90.91
Ifield,-0.2,51.16,-0.2299655,51.1302757,IV1680-185-38,http://www.openstreetmap.org/node/4428286606,"Ifield Wood",Sussex,0.6,,70.59
Ifield,0.06,50.96,0.0614389,50.9378705,IV1680-185-39,http://www.openstreetmap.org/node/81126841,Isfield,Sussex,0.89,,92.31
Ifley,-1.11,51.76,-1.2380985,51.7287144,IV1680-185-41,http://www.openstreetmap.org/node/7211096,Iffley,Oxfordshire,2.98,,90.91
"Ighlen Hill",-2.05,53.83,-2.2738631,53.8044933,IV1680-185-45,http://www.openstreetmap.org/node/30099958,Ightenhill,Lancashire,6.8,,85.71
Ightfield,-2.55,53,-2.6066573,52.942424,IV1680-185-47,http://www.openstreetmap.org/node/300732756,Ightfield,Shropshire,2.04,,100
Ilam,-1.68,53.13,-1.8001501,53.0555155,IV1680-185-48,http://www.openstreetmap.org/node/29348446,Ilam,Staffordshire,1.6,,100
ILCHESTER,-2.71,51.03,-2.6823645,51.0029053,IV1680-185-50,http://www.openstreetmap.org/node/1433559940,Ilchester,Somerset,0.22,,100
Ilkeston,-1.16,53.05,-1.307171,52.9710869,IV1680-186-01,http://www.openstreetmap.org/node/26984577,Ilkeston,Derbyshire,0.57,,100
Ilkley,-1.53,54,-1.824441,53.9257254,IV1680-186-02,http://www.openstreetmap.org/node/20940728,Ilkley,"Yorkshire West Riding",0.24,,100
Ilkton,-1.5,54.26,-1.7092605,54.1982134,IV1680-186-03,http://www.openstreetmap.org/node/33809935,Ilton,"Yorkshire North Riding",3.97,,90.91
Ilmere,-0.81,51.76,-0.8877066,51.7429165,IV1680-186-06,http://www.openstreetmap.org/node/5779903889,Ilmer,Buckinghamshire,2.02,,90.91
Ilmington,-1.53,52.1,-1.6934389,52.0890376,IV1680-186-07,http://www.openstreetmap.org/node/289656204,Ilmington,Warwickshire,5.83,,100
ILMISTER,-3,50.98,-2.9102756,50.9267192,IV1680-186-08,http://www.openstreetmap.org/node/143973705,Ilminster,Somerset,0.75,,94.12
Ilton,-3.03,51.01,-2.9238758,50.9535001,IV1680-186-18,http://www.openstreetmap.org/node/1255721988,Ilton,Somerset,1.22,,100
Impington,0.1,52.25,0.1138256,52.2493091,IV1680-186-24,http://www.openstreetmap.org/node/20105101,Impington,Cambridgeshire,1.79,,100
Ince,-2.66,53.4,-2.8250708,53.2828816,IV1680-186-25,http://www.openstreetmap.org/node/5077945814,Ince,Cheshire,0.77,,100
Ingersby,-0.86,52.7,-0.9872847,52.6420504,IV1680-186-37,http://www.openstreetmap.org/node/29766187,Ingarsby,Leicestershire,0.14,,87.5
Igestre,-2.01,52.9,-2.0286247,52.8195712,IV1680-186-40,http://www.openstreetmap.org/node/4680729477,Ingestre,Staffordshire,2.75,,93.33
Ingham,-0.43,53.4,-0.5775001,53.3398765,IV1680-186-43,http://www.openstreetmap.org/node/82510880,Ingham,Lincolnshire,3.3,,100
Ingham,1.5,52.9,1.5416054,52.7798853,IV1680-186-44,http://www.openstreetmap.org/node/1459657894,Ingham,Norfolk,1.32,,100
Ingham,0.78,52.33,0.7177026,52.3029082,IV1680-186-45,http://www.openstreetmap.org/node/288267594,Ingham,Suffolk,3.3,,100
Inglebath,-2.48,51.4,-2.427326,51.351604,IV1680-186-46,http://www.openstreetmap.org/node/66729279,Inglesbatch,Somerset,1.39,,90
Ingleby,-1.36,52.83,-1.4813272,52.8389526,IV1680-186-47,http://www.openstreetmap.org/node/266249444,Ingleby,Derbyshire,0.35,,100
Ingleby,-0.51,53.33,-0.6631374,53.2909611,IV1680-186-48,http://www.openstreetmap.org/node/243891706,Ingleby,Lincolnshire,6.36,,100
Inglesham,-1.61,51.68,-1.7036171,51.6842169,IV1680-186-54,http://www.openstreetmap.org/node/334496855,Inglesham,Wiltshire,0.84,,100
Ingleton,-2.16,54.21,-2.4678855,54.1537149,IV1680-186-59,http://www.openstreetmap.org/node/29915135,Ingleton,"Yorkshire West Riding",2.62,,100
Ingo,-1.48,55.11,-1.9413061,55.0684298,IV1680-187-03,http://www.openstreetmap.org/node/310922015,Ingoe,Northumberland,3.36,,88.89
Ingoldesby,-0.38,52.9,-0.4993236,52.8592595,IV1680-187-04,http://www.openstreetmap.org/node/82536392,Ingoldsby,Lincolnshire,1.53,,94.74
Ingoldmels,0.4,53.28,0.3346566,53.1932406,IV1680-187-05,http://www.openstreetmap.org/node/244452688,Ingoldmells,Lincolnshire,2.71,,95.24
Ingthorp,-0.48,52.71,-0.5282909,52.6687177,IV1680-187-09,http://www.openstreetmap.org/node/633787452,Ingthorpe,Rutland,3.37,,94.12
Ingworth,1.21,52.91,1.2525774,52.8192873,IV1680-187-10,http://www.openstreetmap.org/node/1904366302,Ingworth,Norfolk,2.33,,100
Inkersell,-1.2,53.28,-1.3578329,53.2497928,IV1680-187-13,http://www.openstreetmap.org/node/29400199,Inkersall,Derbyshire,1.2,,88.89
Ink-pen,-1.45,51.4,-1.481743,51.3743298,IV1680-187-14,http://www.openstreetmap.org/node/3043191824,Inkpen,Berkshire,1.89,,92.31
Instow,-4.21,51.15,-4.1772082,51.0525911,IV1680-187-20,http://www.openstreetmap.org/node/1608052946,Instow,Devon,5.88,,100
Inworth,0.75,51.88,0.7263953,51.8282586,IV1680-187-22,http://www.openstreetmap.org/node/260364324,Inworth,Essex,2.22,,100
Johnston,-4.83,51.88,-4.9970891,51.755408,IV1680-187-41,http://www.openstreetmap.org/node/1384138626,Johnston,Pembrokeshire,2.76,,100
Jordanston,-4.86,52.06,-5.0278258,51.9570703,IV1680-187-43,http://www.openstreetmap.org/node/29196187,Jordanston,Pembrokeshire,0.79,,100
Iping,-0.68,51.01,-0.7860621,50.9997615,IV1680-187-44,http://www.openstreetmap.org/node/262746,Iping,Sussex,3.82,,100
Iplepen,-3.75,50.53,-3.6400628,50.4888611,IV1680-187-45,http://www.openstreetmap.org/node/29486607,Ipplepen,Devon,6.5,,93.33
Ipsden,-0.95,51.58,-1.0834514,51.5635127,IV1680-187-46,http://www.openstreetmap.org/node/35962741,Ipsden,Oxfordshire,3.08,,100
Ipsley,-1.71,52.35,-1.9047349,52.2965089,IV1680-187-47,http://www.openstreetmap.org/node/2667864742,Ipsley,Warwickshire,0.96,,100
Ipstones,-1.85,53.1,-1.9701779,53.046002,IV1680-187-49,http://www.openstreetmap.org/node/29290590,Ipstones,Staffordshire,2.32,,100
Irby,-2.21,54.26,-2.5309446,54.1737693,IV1680-187-52,http://www.openstreetmap.org/node/31361418,Ireby,Lancashire,0.57,,88.89
Irnam,-0.31,52.86,-0.4814858,52.8289444,IV1680-187-59,http://www.openstreetmap.org/node/82536362,Irnham,Lincolnshire,3.06,,90.91
Iselham,0.4,52.38,0.4111572,52.3420491,IV1680-188-08,http://www.openstreetmap.org/node/36636872,Isleham,Cambridgeshire,1.07,,85.71
Islip,-0.5,52.41,-0.5501746,52.4026283,IV1680-188-19,http://www.openstreetmap.org/node/346601589,Islip,Northamptonshire,0.8,,100
Islip,-1.1,51.85,-1.2364036,51.8231826,IV1680-188-20,http://www.openstreetmap.org/node/14193089,Islip,Oxfordshire,0.45,,100
Itching,-1.33,50.93,-1.3703274,50.9026108,IV1680-188-44,http://www.openstreetmap.org/node/1868866215,Itchen,Hampshire,1.26,,76.92
Itchington,-2.65,51.61,-2.4936375,51.580314,IV1680-188-49,http://www.openstreetmap.org/node/247286456,Itchington,Gloucestershire,7.75,,100
Itsington,-3.81,50.61,-3.7174754,50.5724187,IV1680-188-55,http://www.openstreetmap.org/node/313158969,Ilsington,Devon,6.27,,88.89
Itteringham,1.15,52.9,1.1954958,52.8241176,IV1680-188-56,http://www.openstreetmap.org/node/8297183074,"Itteringham Common",Norfolk,2.42,,75.86
"Ive Church",0.86,50.96,0.8887186,51.0115,IV1680-188-59,http://www.openstreetmap.org/node/250370525,Ivychurch,Kent,2.35,,84.21
IVINGO,-0.55,51.86,-0.6298887,51.8364034,IV1680-189-07,http://www.openstreetmap.org/node/27732486,Ivinghoe,Buckinghamshire,0.43,,85.71
Ivy-Bridg,-4.11,50.48,-3.9177668,50.3918419,IV1680-189-13,http://www.openstreetmap.org/node/60278943,Ivybridge,Devon,6.3,,88.89
IXWORTH,0.88,52.35,0.8379129,52.2996238,IV1680-189-17,http://www.openstreetmap.org/node/288180690,Ixworth,Suffolk,1.11,,100
Keadby,-0.55,53.66,-0.739716,53.5956035,IV1680-189-35,http://www.openstreetmap.org/node/243382929,Keadby,Lincolnshire,1.45,,100
Kearton,-1.71,54.45,-2.0064422,54.3861194,IV1680-189-42,http://www.openstreetmap.org/node/243355275,Kearton,"Yorkshire North Riding",1.1,,100
KEDERMINSTER,-2.13,52.41,-2.2478582,52.3880787,IV1680-189-46,http://www.openstreetmap.org/node/21281107,Kidderminster,Worcestershire,1.76,,88
Kedington,0.43,52.15,0.4879314,52.0918944,IV1680-189-47,http://www.openstreetmap.org/node/27327306,Kedington,Suffolk,1.36,,100
Kedleston,-1.43,53.05,-1.5528275,52.968111,IV1680-189-48,http://www.openstreetmap.org/node/356401329,Kedleston,Derbyshire,3.05,,100
Kedrington,0.1,53.45,0.021885,53.3773844,IV1680-189-50,http://www.openstreetmap.org/node/31508326,Keddington,Lincolnshire,0.39,,90
Keerby,-1.21,53.96,-1.4826836,53.9149126,IV1680-189-56,http://www.openstreetmap.org/node/27474333,Kearby,"Yorkshire West Riding",3.7,,83.33
Keeton,-0.81,53.05,-0.9424742,53.0084057,IV1680-189-57,http://www.openstreetmap.org/node/53981084,Kneeton,Nottinghamshire,3.12,,92.31
Kegworth,-1.18,52.86,-1.2779346,52.8355376,IV1680-190-01,http://www.openstreetmap.org/node/12815723,Kegworth,Leicestershire,0.44,,100
Keham,-0.88,52.71,-1.0109191,52.6520753,IV1680-190-02,http://www.openstreetmap.org/node/26950202,Keyham,Leicestershire,0.36,,90.91
Keingham,0.06,53.78,-0.1125213,53.7134548,IV1680-190-03,http://www.openstreetmap.org/node/60269153,Keyingham,"Yorkshire East Riding",1.84,,94.12
Kelby,-0.3,53.01,-0.506308,52.9604256,IV1680-190-06,http://www.openstreetmap.org/node/244180905,Kelby,Lincolnshire,3.74,,100
Kelby,-0.11,53.63,-0.2438955,53.5746924,IV1680-190-07,http://www.openstreetmap.org/node/55136946,Keelby,Lincolnshire,1.06,,90.91
Kelfield,-0.58,53.58,-0.7548746,53.5018587,IV1680-190-11,http://www.openstreetmap.org/node/243891732,Kelfield,Lincolnshire,3.3,,100
Kelham,-0.71,53.13,-0.8474717,53.0918093,IV1680-190-12,http://www.openstreetmap.org/node/267428357,Kelham,Nottinghamshire,1.89,,100
Kelinghall,-1.3,54.05,-1.5657606,54.0216145,IV1680-190-16,http://www.openstreetmap.org/node/29081975,Killinghall,"Yorkshire West Riding",2.19,,85.71
Kellath,-2.2,54.53,-2.5255624,54.4414434,IV1680-190-20,http://www.openstreetmap.org/node/243092647,Kelleth,Westmorland,0.66,,85.71
Kelling,1.06,53,1.1146832,52.9424359,IV1680-190-26,http://www.openstreetmap.org/node/2734394864,Kelling,Norfolk,1.66,,100
Kellington,-0.9,53.78,-1.1651442,53.7167639,IV1680-190-28,http://www.openstreetmap.org/node/560471585,Kellington,"Yorkshire West Riding",4.52,,100
Kellow,-1.1,54.76,-1.4763571,54.7204467,IV1680-190-30,http://www.openstreetmap.org/node/440256266,Kelloe,Durham,5.68,,83.33
Kelsal,-2.56,53.3,-2.7124586,53.2081611,IV1680-190-38,http://www.openstreetmap.org/node/14694160,Kelsall,Cheshire,1.3,,92.31
Kelshull,-0.05,52.01,-0.0641799,52.0103962,IV1680-190-43,http://www.openstreetmap.org/node/81514186,Kelshall,Hertfordshire,1.31,,87.5
Kelstern,0,53.45,-0.1186957,53.3940634,IV1680-190-45,http://www.openstreetmap.org/node/60574096,Kelstern,Lincolnshire,4.59,,100
Kelton,-1.73,54.66,-2.1249287,54.5789904,IV1680-190-49,http://www.openstreetmap.org/node/426859091,Kelton,"Yorkshire North Riding",3.19,,100
Kelweston,-2.48,51.45,-2.4321915,51.4039787,IV1680-190-51,http://www.openstreetmap.org/node/66729283,Kelston,Somerset,1.18,,87.5
Kemberton,-2.35,52.68,-2.398663,52.6381442,IV1680-190-52,http://www.openstreetmap.org/node/346465332,Kemberton,Shropshire,1.41,,100
Kemmerton,-1.95,52.01,-2.0777021,52.0347476,IV1680-190-60,http://www.openstreetmap.org/node/253602789,Kemerton,Gloucestershire,1,,94.12
Kempley,-2.36,51.98,-2.478947,51.9639631,IV1680-191-01,http://www.openstreetmap.org/node/96077852,Kempley,Gloucestershire,4.61,,100
Kempsford,-1.68,51.68,-1.7696992,51.6686374,IV1680-191-02,http://www.openstreetmap.org/node/30764814,Kempsford,Gloucestershire,0.5,,100
Kempshot,-1.01,51.26,-1.1396793,51.2263026,IV1680-191-04,http://www.openstreetmap.org/node/495075741,"Kempshott Park",Hampshire,2.74,,72.73
Kempston,-0.5,52.16,-0.4930154,52.1192011,IV1680-191-05,http://www.openstreetmap.org/node/35143455,Kempston,Bedfordshire,0.92,,100
Kempston,0.81,52.76,0.7877315,52.7075421,IV1680-191-06,http://www.openstreetmap.org/node/2734405500,Kempstone,Norfolk,3.76,,94.12
Kempton,-0.28,51.9,-0.2968927,51.8526062,IV1680-191-07,http://www.openstreetmap.org/node/24987473,Kimpton,Hertfordshire,1.75,,85.71
Kempton,-2.93,52.46,-2.9436518,52.4410925,IV1680-191-08,http://www.openstreetmap.org/node/436222042,Kempton,Shropshire,0.77,,100
Kemscot,-1.43,51.73,-1.6321306,51.7406837,IV1680-191-09,http://www.openstreetmap.org/node/311928381,Kencot,Oxfordshire,5.57,,76.92
Kemsey,-2.06,52.15,-2.2179724,52.1403051,IV1680-191-10,http://www.openstreetmap.org/node/504668511,Kempsey,Worcestershire,5.35,,92.31
Kemsing,0.25,51.31,0.228448,51.3060009,IV1680-191-11,http://www.openstreetmap.org/node/27590701,Kemsing,Kent,0.93,,100
Kenchester,-2.78,52.1,-2.8218872,52.0813007,IV1680-191-14,http://www.openstreetmap.org/node/604123426,Kenchester,Herefordshire,1.55,,100
Kenchurch,-2.8,51.98,-2.8459743,51.927409,IV1680-191-15,http://www.openstreetmap.org/node/29429744,Kentchurch,Herefordshire,2.2,,94.74
KENDAL,-2.45,54.46,-2.747183,54.3289795,IV1680-191-20,http://www.openstreetmap.org/node/27159843,Kendal,Westmorland,0.49,,100
Kenelworth,-1.45,52.43,-1.5816028,52.3450526,IV1680-191-22,http://www.openstreetmap.org/node/27039253,Kenilworth,Warwickshire,0.96,,90
Kenford,-3.61,50.7,-3.5354377,50.6664936,IV1680-191-25,http://www.openstreetmap.org/node/21762646,Kennford,Devon,5.9,,93.33
Kenford,0.5,52.26,0.5065085,52.2718128,IV1680-191-26,http://www.openstreetmap.org/node/36636867,Kentford,Suffolk,0.73,,93.33
Kenn,-2.91,51.45,-2.8411255,51.4162179,IV1680-191-30,http://www.openstreetmap.org/node/29489534,Kenn,Somerset,2.02,,100
